title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
"4bdrm Duplex in News Engineering, Dawaki for sale",250.0,4,5,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,False,"₦ 170,000,000"
3bdrm Block of Flats in Gwarinpa Main for sale,1600.0,3,4,semi-furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 160,000,000"
"4bdrm Duplex in Dejo Oyelese, Ibadan for sale",400.0,4,4,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,vip,"₦ 150,000,000"
"3bdrm Block of Flats in Jankara Ijaiye, Ifako for sale",600.0,3,3,semi-furnished,"Agege, Ifako",Ifako,Agege,enterprise,"₦ 135,000,000"
"3bdrm Bungalow in Taiye Mogana Akala, Ibadan for sale",600.0,3,4,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,vip,"₦ 30,000,000"
"3bdrm Bungalow in Kuola, Ibadan for sale",500.0,3,4,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,vip,"₦ 50,000,000"
4bdrm Duplex in Olokonla for sale,320.0,4,4,semi-furnished,"Ajah, Olokonla",Olokonla,Ajah,enterprise,"₦ 165,000,000"
2bdrm Apartment in Ogombo for sale,330.0,2,2,unfurnished,"Ajah, Ogombo",Ogombo,Ajah,premium,"₦ 30,000,000"
"Furnished 3bdrm Bungalow in Peak Park Estate, Ibeju for sale",400.0,3,4,furnished,"Lagos State, Ibeju",Ibeju,Lagos State,premium,"₦ 80,000,000"
"2bdrm Bungalow in Breden, Karu for sale",500.0,2,3,semi-furnished,"Abuja (FCT), Karu",Karu,Abuja (FCT),False,"₦ 40,000,000"
5bdrm Duplex in Omole Phase 1 for sale,350.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 500,000,000"
"4bdrm Duplex in Cowrie Creek Estate, Ikate for sale",600.0,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,000,000,000"
"2bdrm Bungalow in Eneka Link Road, Port-Harcourt for sale",250.0,2,3,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 55,000,000"
3bdrm Apartment in Anthony Lagos for sale,150.0,3,4,semi-furnished,"Maryland, Anthony Village",Anthony Village,Maryland,enterprise,"₦ 200,000,000"
3bdrm Bungalow in Port-Harcourt for sale,200.0,3,3,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 55,000,000"
"2bdrm House in Kuka'S Estate, Kuje for sale",500.0,2,2,semi-furnished,"Abuja (FCT), Kuje",Kuje,Abuja (FCT),False,"₦ 2,700,000"
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 260,000,000"
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 330,000,000"
3bdrm Bungalow in Hj Gwarinpa for sale,500.0,3,6,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,"₦ 180,000,000"
"5bdrm Duplex in Asaba, Warri for sale",500.0,5,5,semi-furnished,"Delta State, Warri",Warri,Delta State,vip_gold,"₦ 450,000,000"
"6bdrm Bungalow in Arokoje, Abeokuta South for sale",842.0,6,6,semi-furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,False,"₦ 38,000,000"
4bdrm Bungalow in Off Lekki-Epe Expressway for sale,500.0,4,4,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,False,"₦ 95,000,000"
"4bdrm Duplex in Arkhive Estate, Area 11 for sale",450.0,4,6,unfurnished,"Garki 1, Area 11",Area 11,Garki 1,False,"₦ 550,000,000"
Furnished 4bdrm Townhouse/Terrace in Katampe Extension for sale,2716.0,4,5,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,diamond,"₦ 470,000,000"
"10bdrm Mansion in First Unity, Ado / Ajah for sale",2578.0,10,10,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,False,"₦ 180,000,000"
Furnished 2bdrm Townhouse/Terrace in Omole Phase 2 for sale,580.0,2,2,furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,diamond,"₦ 110,000,000"
5bdrm Duplex in Ajah for sale,500.0,5,5,semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,vip_gold,"₦ 140,000,000"
"6bdrm Block of Flats in Bolorunpelu, Egbeda / Egbeda for sale",111.0,6,4,unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,False,"₦ 9,400,000"
"Furnished 2bdrm Block of Flats in Fola Fuelling, Osogbo for sale",100.0,2,3,furnished,"Osun State, Osogbo",Osogbo,Osun State,False,"₦ 35,000,000"
"5bdrm Duplex in Linto Royal Garden, Umuahia for sale",450.0,5,5,semi-furnished,"Abia State, Umuahia",Umuahia,Abia State,False,"₦ 110,000,000"
5bdrm Duplex in Ajah for sale,700.0,5,5,semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,vip_gold,"₦ 350,000,000"
Studio Apartment in Oba Akran for sale,14.0,1,1,semi-furnished,"Ikeja, Oba Akran",Oba Akran,Ikeja,False,"₦ 60,000,000"
"3bdrm Apartment in Awuse, Opebi for sale",,3,3,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 220,000,000"
Furnished 2bdrm Apartment in Nicon Town for sale,210.0,2,2,furnished,"Lekki, Nicon Town",Nicon Town,Lekki,diamond,"₦ 220,000,000"
Furnished 6bdrm Duplex in Maitama for sale,750.0,6,6,furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,"₦ 3,700,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,402.0,5,5,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 900,000,000"
Furnished 5bdrm Duplex in Banana Island for sale,88.0,5,5,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 4,000,000,000"
5bdrm Duplex in Omole Phase 1 for sale,306.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 650,000,000"
Furnished 3bdrm Apartment in Ikoyi for sale,41.0,3,3,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 410,000,000"
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,50.0,5,5,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 750,000,000"
Furnished 4bdrm Duplex in Ibadan for sale,40.0,4,4,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 210,000,000"
Furnished 6bdrm Duplex in Asokoro for sale,1000.0,6,6,furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,"₦ 1,000,000,000"
"5bdrm Duplex in Adekoya, Ogba for sale",350.0,5,5,semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 300,000,000"
Furnished 4bdrm Duplex in Ajah for sale,50.0,4,4,furnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,"₦ 450,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,347.0,5,5,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 680,000,000"
Furnished 5bdrm Duplex in Chevron for sale,30.0,5,5,furnished,"Lekki, Chevron",Chevron,Lekki,diamond,"₦ 400,000,000"
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,50.0,5,5,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,300,000,000"
4bdrm Duplex in Isheri North Gra for sale,400.0,4,4,semi-furnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 200,000,000"
4bdrm Duplex in Off College Road for sale,400.0,4,4,semi-furnished,"Egbe/Idimu, College",College,Egbe/Idimu,enterprise,"₦ 250,000,000"
"4bdrm Duplex in Gitto Estate Off, Port-Harcourt for sale",469.0,4,4,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 150,000,000"
Furnished 5bdrm Duplex in Wuye for sale,50.0,5,5,furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,"₦ 600,000,000"
Furnished 5bdrm Duplex in Old Ikoyi for sale,60.0,5,5,furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,diamond,"₦ 5,000,000,000"
3bdrm Maisonette in Lekki Phase 1 for sale,33.0,3,3,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 320,000,000"
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",150.0,4,4,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 140,000,000"
"5bdrm Duplex in Gra Asaba, Warri for sale",1000.0,5,5,semi-furnished,"Delta State, Warri",Warri,Delta State,vip_gold,"₦ 360,000,000"
5bdrm Duplex in Omole Phase 1 for sale,270.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 400,000,000"
3bdrm Apartment in Ogba for sale,150.0,3,2,semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 80,000,000"
"Furnished 5bdrm Duplex in Finished Luxury 5, Ikoyi for sale",60.0,5,5,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 3,500,000,000"
Furnished 5bdrm Duplex in Ogba for sale,100.0,5,5,furnished,"Lagos State, Ogba",Ogba,Lagos State,diamond,"₦ 300,000,000"
Furnished 8bdrm Maisonette in Banana Island for sale,50.0,8,8,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 2,000,000,000"
Furnished 5bdrm Duplex in Ikota Lekki for sale,520.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 200,000,000"
Furnished 4bdrm Bungalow in CHallenge / Ibadan for sale,50.0,4,4,furnished,"Ibadan, CHallenge / Ibadan",CHallenge / Ibadan,Ibadan,diamond,"₦ 150,000,000"
Furnished 6bdrm Duplex in Guzape District for sale,75.0,6,6,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 750,000,000"
Furnished 5bdrm Duplex in Ibadan for sale,500.0,5,5,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 270,000,000"
Furnished 6bdrm Duplex in Lekki Phase 1 for sale,50.0,6,6,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,300,000,000"
3bdrm Block of Flats in Surulere for Sale,650.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 100,000,000"
"5bdrm Duplex in Amazing Grace New, Ifako-Ijaiye for sale",250.0,5,5,semi-furnished,"Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,enterprise,"₦ 300,000,000"
Furnished 5bdrm Duplex in Lekki Phase 2 for sale,603.0,5,5,furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,diamond,"₦ 750,000,000"
Furnished 5bdrm Duplex in Lekki for sale,50.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 1,200,000,000"
Furnished 6bdrm Duplex in Asokoro for sale,50.0,6,6,furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,"₦ 1,100,000,000"
"5bdrm Duplex in Agege, Oko-Oba for sale",200.0,5,5,unfurnished,"Agege, Oko-Oba",Oko-Oba,Agege,enterprise,"₦ 330,000,000"
"4bdrm Duplex in Chevron, Lekki Phase 2 for sale",150.0,4,4,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 250,000,000"
Furnished 5bdrm Duplex in Lekki Ikota for sale,520.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 470,000,000"
"5bdrm Duplex in Basic Estate, Lokogoma for sale",650.0,5,5,semi-furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,"₦ 320,000,000"
Furnished 4bdrm Duplex in Sangotedo for sale,50.0,4,4,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,diamond,"₦ 145,000,000"
Furnished 4bdrm Duplex in Lekki for sale,450.0,4,4,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 300,000,000"
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",1200.0,4,4,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 230,000,000"
"5bdrm Duplex in Chevron, Lekki for sale",500.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 950,000,000"
"3bdrm Apartment in Dideolu Estate, Ogba for sale",250.0,3,3,unfurnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 200,000,000"
Furnished 5bdrm Duplex in Ikoyi for sale,50.0,5,5,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 7,000,000,000"
Furnished 3bdrm Apartment in Banana Island for sale,300.0,3,3,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 550,000,000"
Furnished 6bdrm Duplex in Life Camp for sale,60.0,6,6,furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 480,000,000"
16bdrm Block of Flats in Rind Road for sale,1346.0,16,16,semi-furnished,"Ibadan, Rind Road",Rind Road,Ibadan,diamond,"₦ 95,000,000"
Furnished 4bdrm Duplex in Ikoyi Lagos for sale,300.0,4,4,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 750,000,000"
Furnished 6bdrm Duplex in Guzape District for sale,100.0,6,6,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 1,400,000,000"
5bdrm Duplex in Ajah for sale,600.0,5,5,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,"₦ 350,000,000"
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,60.0,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 550,000,000"
"4bdrm Duplex in Off Orchid, Lekki Phase 2 for sale",200.0,4,4,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 360,000,000"
"3bdrm Block of Flats in Chois Gardens Estate, Abijo for sale",600.0,3,3,unfurnished,"Ibeju, Abijo",Abijo,Ibeju,premium,"₦ 65,000,000"
5bdrm Duplex in Omole Phase 1 for sale,370.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 650,000,000"
Furnished 3bdrm Block of Flats in Surulere for sale,620.0,3,3,furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 180,000,000"
"4bdrm Duplex in Asaba, Warri for sale",1000.0,4,4,unfurnished,"Delta State, Warri",Warri,Delta State,vip_gold,"₦ 150,000,000"
Furnished 4bdrm Maisonette in Lekki Phase 1 for sale,10.0,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 500,000,000"
Furnished 7bdrm Mansion in Lekki Phase 1 for sale,1500.0,7,7,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 2,500,000,000"
Furnished 5bdrm Duplex in Ikoyi for sale,30.0,5,5,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 5,400,000,000"
Furnished 5bdrm Duplex in Apo District for sale,50.0,5,5,furnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,"₦ 420,000,000"
Furnished 3bdrm Apartment in Ikoyi for sale,60.0,3,3,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 950,000,000"
5bdrm Duplex in New Oko Oba for sale,350.0,5,5,semi-furnished,"Agege, New Oko Oba",New Oko Oba,Agege,enterprise,"₦ 330,000,000"
5bdrm Duplex in Omole Phase 1 for sale,378.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 650,000,000"
10bdrm Block of Flats in Adeoje Estate for sale,600.0,10,10,unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,diamond,"₦ 45,000,000"
4bdrm Duplex in New Oko Oba for sale,300.0,4,4,semi-furnished,"Agege, New Oko Oba",New Oko Oba,Agege,enterprise,"₦ 260,000,000"
3bdrm Duplex in Fagba Ifako Ijaiye for sale,180.0,3,3,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 240,000,000"
Furnished 5bdrm Duplex in Ikeja for sale,30.0,5,5,furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,"₦ 800,000,000"
Furnished 5bdrm Duplex in Ibadan for sale,50.0,5,5,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 200,000,000"
Furnished 4bdrm Duplex in Gbagada for sale,390.0,4,4,furnished,"Lagos State, Gbagada",Gbagada,Lagos State,diamond,"₦ 400,000,000"
Furnished 6bdrm Duplex in Ago Palace for sale,713.0,6,6,furnished,"Isolo, Ago Palace",Ago Palace,Isolo,diamond,"₦ 250,000,000"
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,60.0,2,2,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 300,000,000"
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,50.0,5,5,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 950,000,000"
Furnished 6bdrm Duplex in Maitama for sale,50.0,6,6,furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,"₦ 4,000,000,000"
4bdrm Duplex in Unity Estate Close for sale,250.0,4,4,semi-furnished,"Ojodu, Unity Estate",Unity Estate,Ojodu,enterprise,"₦ 280,000,000"
Furnished 3bdrm Block of Flats in Surulere for sale,620.0,3,3,furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Surulere,enterprise,"₦ 290,000,000"
5bdrm Duplex in Omole Phase 1 for sale,300.0,5,4,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 550,000,000"
"3bdrm Block of Flats in 3Bedroom, Allen Avenue for sale",150.0,3,3,semi-furnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,enterprise,"₦ 100,000,000"
Furnished 5bdrm Duplex in Ajah for sale,30.0,5,5,furnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,"₦ 320,000,000"
Furnished 3bdrm Apartment in Lekki Phase 1 for sale,50.0,3,3,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 380,000,000"
Furnished 5bdrm Duplex in Banana Island for sale,400.0,5,5,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 3,500,000,000"
6bdrm Duplex in Maitama for sale,750.0,6,6,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,"₦ 2,500,000,000"
Furnished 4bdrm Block of Flats in Old Ikoyi for sale,3400.0,4,4,furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,diamond,"₦ 30,000,000,000"
"Furnished 3bdrm Block of Flats in Estate House, Aguda / Surulere",620.0,3,3,furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Surulere,enterprise,"₦ 300,000,000"
"4bdrm Bungalow in Odoona, Oluyole Estate for sale",600.0,4,6,unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,diamond,"₦ 35,000,000"
3bdrm Apartment in Ikeja Gra for sale,200.0,3,3,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 450,000,000"
4bdrm Duplex in Ikeja Gra for sale,200.0,4,4,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 600,000,000"
5bdrm Duplex in Magodo Gra Phase 1 for sale,350.0,5,4,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 650,000,000"
3bdrm Block of Flats in Periwinkle Estate for sale,750.0,3,2,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,500,000,000"
18bdrm Block of Flats in Airport Road / Ikeja for sale,50.0,18,18,unfurnished,"Ikeja, Airport Road / Ikeja",Airport Road / Ikeja,Ikeja,diamond,"₦ 850,000,000"
Furnished 4bdrm Maisonette in Ikoyi for sale,30.0,4,4,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 1,900,000,000"
Furnished 7bdrm Duplex in Ikate for sale,669.0,7,7,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 460,000,000"
"2bdrm Apartment in Near Oba Musa, Lekki Phase 2 for sale",600.0,2,2,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 100,000,000"
4bdrm Duplex in Ikeja Gra for sale,300.0,4,4,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 650,000,000"
3bdrm Block of Flats in New Oko Oba Abule for sale,620.0,3,3,semi-furnished,"Agege, New Oko Oba",New Oko Oba,Agege,enterprise,"₦ 170,000,000"
4bdrm Duplex in Ifako Ijaiye Ogba for sale,200.0,4,4,semi-furnished,"Agege, Ifako",Ifako,Agege,enterprise,"₦ 255,000,000"
2bdrm Bungalow in New Oko Oba for sale,500.0,2,2,semi-furnished,"Agege, New Oko Oba",New Oko Oba,Agege,enterprise,"₦ 90,000,000"
Furnished 5bdrm Duplex in Ikota for sale,60.0,5,5,furnished,"Lekki, Ikota",Ikota,Lekki,diamond,"₦ 255,000,000"
Furnished 3bdrm Apartment in Banana Island for sale,50.0,3,3,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 900,000,000"
5bdrm Duplex in Old Ikoyi for sale,50.0,5,5,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,diamond,"₦ 4,200,000,000"
Furnished 5bdrm Duplex in Chevron for sale,30.0,5,5,furnished,"Lekki, Chevron",Chevron,Lekki,diamond,"₦ 450,000,000"
5bdrm Duplex in Omole Phase 1 Lagos for sale,420.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 680,000,000"
3bdrm Block of Flats in Surulere for sale,560.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 180,000,000"
Furnished 3bdrm Apartment in Dakibiyu for sale,50.0,3,3,furnished,"Abuja (FCT), Dakibiyu",Dakibiyu,Abuja (FCT),diamond,"₦ 155,000,000"
Furnished 4bdrm Duplex in Old Ikoyi for sale,50.0,4,4,furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,diamond,"₦ 1,950,000,000"
Furnished 5bdrm Duplex in VGC / Ajah for sale,600.0,5,5,furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,diamond,"₦ 850,000,000"
Furnished 3bdrm Apartment in Victoria Island Extension for sale,60.0,3,3,furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,diamond,"₦ 250,000,000"
Furnished 6bdrm Duplex in Asokoro for sale,60.0,6,6,furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,"₦ 1,200,000,000"
Furnished 4bdrm Duplex in Oluyole Estate for sale,50.0,4,4,furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,diamond,"₦ 400,000,000"
Furnished 5bdrm Duplex in Lekki Ologolo for sale,580.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
4bdrm Duplex in Fagba Ifako Ijaiye for sale,300.0,4,3,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 250,000,000"
5bdrm Duplex in Ikeja Gra for sale,500.0,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,000,000,000"
"2bdrm Block of Flats in Elimgbu Off Tank, Elimbu for sale",465.0,2,2,semi-furnished,"Port-Harcourt, Elimbu",Elimbu,Port-Harcourt,enterprise,"₦ 85,000,000"
Furnished 4bdrm House in Banana Island for sale,50.0,4,4,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 1,600,000,000"
Furnished 7bdrm Mansion in Katampe Extension for sale,2000.0,7,7,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,diamond,"₦ 3,500,000,000"
Furnished 5bdrm Duplex in Ikate for sale,60.0,5,5,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 450,000,000"
Furnished 4bdrm Duplex in Ibadan for sale,50.0,4,4,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 200,000,000"
"5bdrm Duplex in Omole Phase 1, Ikeja for sale",400.0,5,5,semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 700,000,000"
"Furnished 5bdrm Duplex in Awuse Estate, Ikeja for sale",453.0,5,5,furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 320,000,000"
Furnished 5bdrm Mansion in Ajah for sale,540.0,5,4,furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 360,000,000"
2bdrm Block of Flats in Omole Phase 1 for sale,550.0,2,2,semi-furnished,"Ikeja, Agidingbi",Agidingbi,Ikeja,enterprise,"₦ 580,000,000"
Furnished 5bdrm Duplex in Ikota for sale,50.0,5,5,furnished,"Lekki, Ikota",Ikota,Lekki,diamond,"₦ 300,000,000"
2bdrm Apartment in Lekki for sale,50.0,2,2,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 250,000,000"
Furnished 5bdrm Duplex in Asokoro for sale,100.0,5,5,furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,"₦ 420,000,000"
Furnished 5bdrm Duplex in Osapa london for sale,1000.0,5,5,furnished,"Lekki, Osapa london",Osapa london,Lekki,diamond,"₦ 1,680,000,000"
3bdrm Apartment in Ikate for sale,1000.0,3,3,unfurnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 140,000,000"
