title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
4bdrm Duplex in Ikeja Gra Lagos for sale,350.0,4,5,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 950,000,000"
4bdrm Duplex in Life Camp Abuja for sale,400.0,4,5,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 350,000,000"
Furnished 6bdrm Duplex in Port-Harcourt for sale,1000.0,6,6,furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 500,000,000"
"4bdrm Duplex in Thomas Estate, Ajah for sale",400.0,4,6,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,"₦ 145,000,000"
"16bdrm House in Old Ife Road, Alakia for sale",400.0,16,4,unfurnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,"₦ 35,000,000"
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",100.0,4,4,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 125,000,000"
4bdrm Duplex in Ikota for sale,100.0,4,4,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 160,000,000"
4bdrm Duplex in Ikota for sale,100.0,4,4,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 150,000,000"
Furnished 1bdrm Apartment in Victoria Island for sale,100.0,1,1,furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 250,000,000"
"2bdrm House in With-God, Akala Express for sale",500.0,2,2,semi-furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,"₦ 53,000,000"
4bdrm Duplex in Ologolo for sale,100.0,4,4,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 160,000,000"
4bdrm Duplex in Jahi for sale,1185.0,4,4,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 350,000,000"
"4bdrm Maisonette in Milverton, Old Ikoyi for sale",300.0,4,4,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 1,800,000,000"
4bdrm Duplex in Isheri North Opic for sale,500.0,4,4,unfurnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 150,000,000"
"4bdrm Duplex in Mobolaji Johnson, Lekki Phase 1 for sale",400.0,4,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 370,000,000"
5bdrm Duplex in Magodo Gra Phase 2 for sale,600.0,5,5,semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 780,000,000"
5bdrm Duplex in Magodo Gra Phase 1 for sale,500.0,5,5,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 330,000,000"
"3bdrm Apartment in Awuse, Opebi for sale",250.0,3,4,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 350,000,000"
3bdrm Block of Flats in Katampe (Main) for sale,300.0,3,3,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 220,000,000"
"4bdrm Bungalow in Aye Community Oda, Akure for sale",900.0,4,5,semi-furnished,"Ondo State, Akure",Akure,Ondo State,diamond,"₦ 55,000,000"
9bdrm Duplex in Maitama for sale,2000.0,9,10,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,"₦ 10,000,000,000"
Furnished 5bdrm Duplex in Magodo Phase 1 for sale,250.0,5,6,furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 600,000,000"
"5bdrm Duplex in A Well Secured, Chevron for sale",400.0,5,6,unfurnished,"Lekki, Chevron",Chevron,Lekki,diamond,"₦ 490,000,000"
"4bdrm Duplex in A Secured Code To, Ado / Ajah for sale",350.0,4,5,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,diamond,"₦ 155,000,000"
"5bdrm Duplex in A Well Secured, Ikate for sale",400.0,5,5,unfurnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 570,000,000"
Furnished 4bdrm Duplex in Sangotedo for sale,250.0,4,4,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,diamond,"₦ 165,000,000"
4bdrm Bungalow in Ibadan for sale,1000.0,4,5,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 220,000,000"
3bdrm Bungalow in Ibadan for sale,312.0,3,3,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 45,000,000"
"3bdrm Duplex in Unity House, Marina for sale",1000.0,3,4,unfurnished,"Lagos Island (Eko), Marina",Marina,Lagos Island (Eko),diamond,"₦ 125,000,000"
Furnished 5bdrm Duplex in Ibadan for sale,760.0,5,6,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 320,000,000"
"5bdrm Duplex in Lekki, Osapa london for sale",600.0,5,3,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,diamond,"₦ 990,000,000"
5bdrm Duplex in Asokoro for sale,900.0,5,5,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 600,000,000"
"5bdrm Duplex in Shonibare Estate, Maryland for sale",600.0,5,4,unfurnished,"Lagos State, Maryland",Maryland,Lagos State,diamond,"₦ 1,500,000,000"
"3bdrm Block of Flats in With Bq, Mabushi for sale",400.0,3,3,semi-furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 180,000,000"
Furnished 3bdrm Bungalow in Ushafa for sale,1000.0,3,4,furnished,"Bwari, Ushafa",Ushafa,Bwari,diamond,"₦ 70,000,000"
5bdrm Duplex in Ologolo for sale,400.0,5,5,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,diamond,"₦ 320,000,000"
"4bdrm Duplex in Orchid, Lekki for sale",350.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 190,000,000"
6bdrm Duplex in Jabi for sale,350.0,6,6,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,"₦ 400,000,000"
3bdrm Apartment in Dawaki for sale,150.0,3,4,semi-furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 120,000,000"
3bdrm Apartment in Wuye for sale,100.0,3,4,unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,"₦ 170,000,000"
3bdrm Block of Flats in Wuse 2 for sale,1200.0,3,3,unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),diamond,"₦ 2,000,000,000"
5bdrm Penthouse in Old Ikoyi for sale,450.0,5,5,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 3,500,000,000"
"3bdrm Block of Flats in Of Granmate, Ago Palace for sale",250.0,3,2,semi-furnished,"Isolo, Ago Palace",Ago Palace,Isolo,diamond,"₦ 250,000,000"
"4bdrm Duplex in Dantata Estate, for sale",400.0,4,5,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 195,000,000"
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",400.0,4,4,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 200,000,000"
4bdrm Duplex in Lekki Expressway for sale,300.0,4,4,semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,enterprise,"₦ 250,000,000"
3bdrm Bungalow in Lake Estate Mopol for sale,500.0,3,4,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 60,000,000"
"Furnished 4bdrm Duplex in Love Estate, Ijede / Ikorodu for sale",300.0,4,4,furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,diamond,"₦ 70,000,000"
"Furnished 3bdrm Bungalow in Ewu Owa, Gberigbe for sale",600.0,3,4,furnished,"Ikorodu, Gberigbe",Gberigbe,Ikorodu,diamond,"₦ 45,000,000"
"Furnished 3bdrm Bungalow in Eleshin, Ijede / Ikorodu for sale",600.0,3,4,furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,diamond,"₦ 45,000,000"
"4bdrm Duplex in Orchid, Chevron for sale",250.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 170,000,000"
4bdrm Duplex in Agungi for sale,1200.0,4,4,unfurnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 180,000,000"
"2bdrm Apartment in Ikate, Lekki for sale",300.0,2,2,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 160,000,000"
"2bdrm Apartment in Oniru, Victoria Island Extension for sale",300.0,2,2,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 300,000,000"
5bdrm Duplex in Ado / Ajah for sale,250.0,5,5,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 300,000,000"
"Furnished 3bdrm Bungalow in Supercell Estate, Apo Resettlement for sale",500.0,3,4,furnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,enterprise,"₦ 140,000,000"
Furnished 2bdrm Apartment in Wuye for sale,100.0,2,2,furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,"₦ 200,000,000"
4bdrm Duplex in Old Ikoyi for sale,400.0,4,4,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,diamond,"₦ 1,500,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,400.0,4,4,semi-furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,diamond,"₦ 125,000,000"
"8bdrm Block of Flats in Majek Abijo, Sangotedo for sale",500.0,8,8,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,diamond,"₦ 100,000,000"
4bdrm Bungalow in Igando-Oloja for sale,500.0,4,4,semi-furnished,"Ibeju, Igando-Oloja",Igando-Oloja,Ibeju,diamond,"₦ 80,000,000"
"5bdrm Duplex in Orchid Road, Ikota for sale",298.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,diamond,"₦ 550,000,000"
"Furnished 1bdrm Block of Flats in Okude, Ipaja / Ipaja for sale",600.0,1,1,furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,diamond,"₦ 75,000,000"
"4bdrm House in Ajah, Abraham Adesanya Estate for sale",100.0,4,4,semi-furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,diamond,"₦ 198,000,000"
"Furnished 2bdrm Block of Flats in Chief Olubode Estate, Egbeda for sale",150.0,2,2,furnished,"Alimosho, Egbeda",Egbeda,Alimosho,diamond,"₦ 150,000,000"
"Furnished 3bdrm Block of Flats in Peace Estate, Baruwa for sale",600.0,3,3,furnished,"Ipaja, Baruwa",Baruwa,Ipaja,diamond,"₦ 135,000,000"
3bdrm Block of Flats in Garki 2 for sale,1000.0,3,4,unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),diamond,"₦ 750,000,000"
"3bdrm Bungalow in Goldmind Estate, FHA for sale",750.0,3,4,semi-furnished,"Lugbe District, FHA",FHA,Lugbe District,diamond,"₦ 65,000,000"
5bdrm Duplex in Jahi for sale,250.0,5,5,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 600,000,000"
4bdrm Duplex in Katampe Abuja (7Min for sale,350.0,4,5,semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 180,000,000"
"Furnished 2bdrm Block of Flats in Secured Area, Aguda / Ogba for sale",550.0,2,2,furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,enterprise,"₦ 670,000,000"
6bdrm Duplex in Lugbe District. for sale,600.0,6,7,unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,diamond,"₦ 85,000,000"
"5bdrm Duplex in Estate, Ikeja GRA for sale",350.0,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,100,000,000"
5bdrm Duplex in Ajao Estate Airport for sale,650.0,5,6,semi-furnished,"Isolo, Ajao Estate",Ajao Estate,Isolo,diamond,"₦ 260,000,000"
"3bdrm Block of Flats in Unity Estate Off, Alimosho for sale",650.0,3,3,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,"₦ 200,000,000"
"4bdrm Duplex in Secured Area, Dopemu for sale",300.0,4,4,semi-furnished,"Alimosho, Dopemu",Dopemu,Alimosho,enterprise,"₦ 190,000,000"
"2bdrm Block of Flats in Secured Estate, Ogba GRA for sale",900.0,2,2,semi-furnished,"Ogba, Ogba GRA",Ogba GRA,Ogba,enterprise,"₦ 120,000,000"
"4bdrm Duplex in Lifecamp, Abuja for sale",300.0,4,5,semi-furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 110,000,000"
5bdrm Duplex in Ikotun / Ikotun/Igando for sale,600.0,5,5,unfurnished,"Ikotun/Igando, Ikotun / Ikotun/Igando",Ikotun / Ikotun/Igando,Ikotun/Igando,diamond,"₦ 150,000,000"
4bdrm Duplex in Ikate for sale,500.0,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,520.0,5,6,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,400,000,000"
4bdrm Duplex in Adeniyi Jones Lagos for sale,150.0,4,5,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 320,000,000"
4bdrm Duplex in Maryland Lagos for sale,450.0,4,5,unfurnished,"Lagos State, Maryland",Maryland,Lagos State,enterprise,"₦ 320,000,000"
4bdrm Duplex in Orchid Lekki Lagos for sale,250.0,4,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 180,000,000"
Furnished 5bdrm Duplex in Adeniyi Jones Ikeja for sale,150.0,5,6,furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 650,000,000"
4bdrm Duplex in Ogudu GRA for sale,500.0,4,5,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 450,000,000"
Furnished 3bdrm Apartment in Adeniyi Jones Ikeja for sale,150.0,3,4,furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 300,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,2,2,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 200,000,000"
"4bdrm Duplex in In A Gated Estate, Ado / Ajah for sale",200.0,4,4,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,diamond,"₦ 140,000,000"
"4bdrm Duplex in Admiralty Estate, Asokoro for sale",1000.0,4,4,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,"₦ 915,000,000"
"5bdrm Duplex in Pinnock Beach, Lekki Phase 1 for sale",100.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,600,000,000"
1bdrm Apartment in Ologolo for sale,100.0,1,1,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 90,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,100.0,2,2,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 270,000,000"
"3bdrm Duplex in Oribanwa Phase 2, for sale",100.0,3,3,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 110,000,000"
Furnished 5bdrm Duplex in Oluyole for sale,500.0,5,5,furnished,"Oyo State, Oluyole",Oluyole,Oyo State,enterprise,"₦ 385,000,000"
"5bdrm Duplex in Estate, Guzape District for sale",2000.0,5,5,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 1,100,000,000"
"Furnished 8bdrm Mansion in Detached, Guzape District for sale",1700.0,8,8,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 2,500,000,000"
Furnished 20bdrm Maisonette in Wuse Zone 4 for sale,2074.0,20,20,furnished,"Wuse, Zone 4 / Wuse",Zone 4 / Wuse,Wuse,diamond,"₦ 15,000,000,000"
"7bdrm Mansion in Gusape, Guzape District for sale",1492.0,7,7,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 4,000,000,000"
3bdrm Apartment in Lekki Phase 1 Lagos for sale,500.0,3,3,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 340,000,000"
3bdrm Block of Flats in Katampe (Main) for sale,300.0,3,3,semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 150,000,000"
7bdrm Duplex in Asokoro for sale,600.0,7,7,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 1,600,000,000"
8bdrm Mansion in Maitama for sale,800.0,8,8,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 7,500,000,000"
"4bdrm Duplex in Opic, Isheri North for sale",400.0,4,5,semi-furnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 270,000,000"
"3bdrm Block of Flats in Afijagba, Alakia for sale",557.0,3,3,unfurnished,"Ibadan, Alakia",Alakia,Ibadan,diamond,"₦ 50,000,000"
"4bdrm Duplex in Opic, Isheri North for sale",350.0,4,5,semi-furnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 220,000,000"
5bdrm Duplex in Lekki for sale,400.0,5,6,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,400,000,000"
"5bdrm Duplex in Ajah, Lekki for sale",320.0,5,6,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 300,000,000"
5bdrm Duplex in Lekki Lagos for sale,300.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 600,000,000"
"1bdrm Apartment in A Secured Gated, Ologolo for sale",300.0,1,1,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,diamond,"₦ 80,000,000"
"Furnished 5bdrm Duplex in Wuse 2, Central Business District for sale",800.0,5,6,furnished,"Abuja (FCT), Central Business District",Central Business District,Abuja (FCT),enterprise,"₦ 1,200,000,000"
"4bdrm Duplex in A Well Serene And, Lekki Phase 1 for sale",480.0,4,4,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,100,000,000"
3bdrm Bungalow in Ibadan for sale,1000.0,3,4,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 75,000,000"
2bdrm Block of Flats in Ibadan for sale,600.0,2,3,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 19,000,000"
"4bdrm Penthouse in Ajao Estate, Airport Road / Oshodi for sale",1000.0,4,4,unfurnished,"Oshodi, Airport Road / Oshodi",Airport Road / Oshodi,Oshodi,diamond,"₦ 250,000,000"
3bdrm Block of Flats in Igbogbo Selewu for sale,600.0,3,3,unfurnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 85,000,000"
4bdrm Duplex in Durumi for sale,350.0,4,4,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),enterprise,"₦ 250,000,000"
2bdrm Block of Flats in Kaura for sale,300.0,2,2,unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),enterprise,"₦ 100,000,000"
2bdrm Block of Flats in Obio-Akpor for sale,4200.0,2,3,unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,diamond,"₦ 550,000,000"
"3bdrm Block of Flats in With Bq, Dakibiyu for sale",2000.0,3,4,semi-furnished,"Abuja (FCT), Dakibiyu",Dakibiyu,Abuja (FCT),diamond,"₦ 160,000,000"
"5bdrm Penthouse in Kolapo Ishola Gra, Akobo for sale",350.0,5,6,semi-furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,"₦ 370,000,000"
"4bdrm Duplex in Akala-Expressway, for sale",500.0,4,5,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 70,000,000"
"5bdrm Bungalow in Okebadan Estate, for sale",500.0,5,5,semi-furnished,"Ibadan, Akobo",Akobo,Ibadan,diamond,"₦ 125,000,000"
4bdrm Duplex in Kaura for sale,150.0,4,5,unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),diamond,"₦ 160,000,000"
4bdrm Duplex in Mabushi for sale,260.0,4,5,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 380,000,000"
4bdrm Duplex in Lugbe District for sale,310.0,4,4,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,"₦ 390,000,000"
2bdrm Block of Flats in Jahi for sale,100.0,2,3,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 120,000,000"
3bdrm Block of Flats in Mabushi for sale,180.0,3,5,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 230,000,000"
4bdrm Duplex in Kado for sale,250.0,4,5,unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,"₦ 450,000,000"
3bdrm Block of Flats in Katampe (Main) for sale,200.0,3,4,semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 130,000,000"
Furnished 4bdrm Duplex in Phase 1 for sale,1450.0,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 600,000,000"
Furnished 5bdrm Duplex in Katampe Extension for sale,500.0,5,5,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 550,000,000"
"2bdrm Apartment in Mobile Road, Ajah for sale",200.0,2,2,semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 80,000,000"
4bdrm Duplex in Ologolo for sale,290.0,4,4,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 250,000,000"
5bdrm Duplex in Banana Island for sale,250.0,5,5,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 1,700,000,000"
5bdrm Duplex in Agungi for sale,250.0,5,5,unfurnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 250,000,000"
Furnished 5bdrm Duplex in Osapa london for sale,450.0,5,5,furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 430,000,000"
"4bdrm Duplex in Alpha Beach Road, Chevron for sale",220.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 190,000,000"
Furnished 5bdrm Duplex in Osapa london for sale,750.0,5,5,furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,100,000,000"
"5bdrm Duplex in Cowrie Creek, Ikate for sale",400.0,5,5,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 900,000,000"
1bdrm Apartment in Igbo-efon for sale,250.0,1,1,unfurnished,"Lekki, Igbo-efon",Igbo-efon,Lekki,enterprise,"₦ 65,000,000"
Furnished 12bdrm Apartment in Orita Challenge for sale,700.0,12,14,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 210,000,000"
5bdrm Duplex in Maitama for sale,300.0,5,5,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 1,300,000,000"
"4bdrm Duplex in Orchid Road, Ikota for sale",284.0,4,4,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 290,000,000"
Furnished 5bdrm Duplex in Zone B for sale,600.0,5,6,furnished,"Apo District, Zone B",Zone B,Apo District,enterprise,"₦ 650,000,000"
"4bdrm Bungalow in Promiseland Elebu, Akala Express for sale",500.0,4,5,semi-furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,"₦ 80,000,000"
4bdrm Duplex in Maitama for sale,500.0,4,4,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 1,600,000,000"
4bdrm Duplex in Utako for sale,300.0,4,4,unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),enterprise,"₦ 710,000,000"
"5bdrm Duplex in Orchid, Chevron for sale",360.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 420,000,000"
Furnished 2bdrm Apartment in Lekki for sale,360.0,2,2,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 280,000,000"
3bdrm Apartment in Ifako-Gbagada for sale,350.0,3,3,semi-furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,enterprise,"₦ 145,000,000"
7bdrm Block of Flats in Ayobo for sale,600.0,7,7,semi-furnished,"Ipaja, Ayobo",Ayobo,Ipaja,diamond,"₦ 68,000,000"
"6bdrm Duplex in Peace Estate, Baruwa for sale",600.0,6,6,unfurnished,"Ipaja, Baruwa",Baruwa,Ipaja,diamond,"₦ 170,000,000"
4bdrm Duplex in Adeniyi Jones Ikeja for sale,350.0,4,5,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,diamond,"₦ 400,000,000"
"5bdrm Duplex in Estate, Ado / Ajah for sale",250.0,5,5,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 200,000,000"
"3bdrm Bungalow in Lugbe, FHA for sale",900.0,3,4,unfurnished,"Lugbe District, FHA",FHA,Lugbe District,diamond,"₦ 120,000,000"
4bdrm Duplex in Lugbe for sale,750.0,4,5,semi-furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,diamond,"₦ 120,000,000"
4bdrm Duplex in Off Banana Road for sale,350.0,4,4,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 1,400,000,000"
"5bdrm Duplex in Estate, Chevron for sale",400.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 650,000,000"
"3bdrm Bungalow in Goldmind Estate, FHA for sale",750.0,3,3,unfurnished,"Lugbe District, FHA",FHA,Lugbe District,diamond,"₦ 35,000,000"
2bdrm Block of Flats in Dakibiyu for sale,750.0,2,3,semi-furnished,"Abuja (FCT), Dakibiyu",Dakibiyu,Abuja (FCT),diamond,"₦ 55,000,000"
4bdrm Duplex in Adeniyi Jones Axis for sale,400.0,4,4,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,diamond,"₦ 430,000,000"
"5bdrm Duplex in Orchild Road, Chevron for sale",500.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 400,000,000"
15bdrm Block of Flats in Ago for sale,742.0,15,15,semi-furnished,"Isolo, Ago Palace",Ago Palace,Isolo,diamond,"₦ 200,000,000"
3bdrm Apartment in Ipaja for sale,350.0,3,3,unfurnished,"Lagos State, Ipaja",Ipaja,Lagos State,enterprise,"₦ 65,000,000"
Furnished 3bdrm Duplex in Gbagada Lagos for sale,150.0,3,4,furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,enterprise,"₦ 210,000,000"
